advantage_threshold,total,accuracy,avg_cost,avg_latency_ms,strong_usage_rate
-0.14352825411424558,300,0.83,0.00055462,1669.85,0.82
-0.1418911953744078,300,0.83,0.00055292,1666.69,0.816667
-0.14082625632805515,300,0.826667,0.00055119,1665.22,0.813333
-0.1381342836825341,300,0.826667,0.00055017,1667.21,0.81
-0.13515094882076922,300,0.826667,0.0005494,1661.99,0.806667
-0.13430103412499167,300,0.826667,0.00054843,1658.97,0.803333
-0.1329136573096807,300,0.826667,0.0005469,1654.77,0.8
-0.13077973152969646,300,0.83,0.00054605,1655.23,0.796667
-0.1296609269604965,300,0.83,0.00054453,1652.47,0.793333
-0.1281735026126607,300,0.83,0.00054317,1650.41,0.79
-0.12604462207263176,300,0.83,0.00054258,1647.32,0.786667
-0.12502889020934504,300,0.83,0.00053954,1646.1,0.783333
-0.12308758649948857,300,0.83,0.00053817,1645.2,0.78
-0.12128408218588671,300,0.83,0.00053623,1642.65,0.776667
-0.11903388206330351,300,0.83,0.00053387,1640.4,0.773333
-0.11667234636940507,300,0.83,0.00053199,1637.52,0.77
-0.11604640820503373,300,0.83,0.00053142,1630.99,0.766667
-0.11360712498937806,300,0.83,0.00052955,1627.48,0.763333
-0.10991606096365554,300,0.83,0.00052806,1626.16,0.76
-0.1073013119324705,300,0.83,0.00052746,1623.43,0.756667
-0.10588412492222496,300,0.833333,0.00052484,1619.49,0.753333
-0.1032887947503634,300,0.833333,0.00052315,1616.58,0.75
-0.10111600018023804,300,0.833333,0.00052261,1615.03,0.746667
-0.09616309255156683,300,0.833333,0.0005211,1612.2,0.743333
-0.09089187940156407,300,0.833333,0.000519,1609.23,0.74
-0.08524654308446533,300,0.833333,0.0005184,1609.96,0.736667
-0.0783395663258979,300,0.833333,0.00051611,1607.17,0.733333
-0.07548239588288999,300,0.833333,0.00051426,1603.8,0.73
-0.0726124528412732,300,0.833333,0.00051258,1601.1,0.726667
-0.06871539369910998,300,0.833333,0.00051135,1599.69,0.723333
-0.0656567933836611,300,0.833333,0.00051077,1599.72,0.72
-0.06424558628630034,300,0.833333,0.00050919,1596.55,0.716667
-0.06316456584663896,300,0.833333,0.00050847,1593.65,0.713333
-0.06222372824553855,300,0.833333,0.00050786,1590.57,0.71
-0.061327936119271634,300,0.833333,0.00050617,1587.76,0.706667
-0.05722331998646134,300,0.833333,0.00050452,1585.29,0.703333
-0.052912138883394404,300,0.833333,0.00050286,1581.99,0.696667
-0.04996394882295299,300,0.833333,0.00050032,1580.07,0.693333
-0.046807171158269864,300,0.833333,0.00049839,1577.34,0.69
-0.04575734295944388,300,0.833333,0.00049571,1576.25,0.686667
-0.04518484350466774,300,0.833333,0.00049514,1573.0,0.683333
-0.0444780887673584,300,0.833333,0.00049442,1570.78,0.68
-0.04194695252774216,300,0.833333,0.00049287,1567.81,0.676667
-0.03759466466083371,300,0.833333,0.00049049,1563.42,0.673333
-0.03526811026398705,300,0.833333,0.00048974,1562.67,0.67
-0.03482590124123048,300,0.833333,0.00048804,1566.17,0.666667
-0.03454926650624831,300,0.83,0.00048703,1563.51,0.663333
-0.03444209427327827,300,0.83,0.00048566,1562.12,0.66
-0.03280588369189531,300,0.83,0.00048492,1559.3,0.656667
-0.03090247353280776,300,0.833333,0.00048322,1559.25,0.653333
-0.030390808558095665,300,0.833333,0.00048263,1556.84,0.65
-0.029205680144081165,300,0.833333,0.00048025,1552.99,0.646667
-0.026664421703725426,300,0.833333,0.00047754,1550.3,0.643333
-0.02370478372594537,300,0.833333,0.00047638,1549.12,0.64
-0.021512701956223595,300,0.833333,0.00047581,1547.22,0.636667
-0.020500511707859843,300,0.833333,0.00047441,1546.52,0.633333
-0.019936808944037702,300,0.833333,0.00047369,1543.47,0.63
-0.019526815046301986,300,0.833333,0.00047159,1541.05,0.626667
-0.019324363711600026,300,0.833333,0.00046986,1537.9,0.623333
-0.01833638594740098,300,0.833333,0.00046783,1534.96,0.62
-0.01692985925104959,300,0.833333,0.0004671,1532.05,0.616667
-0.015199495715598277,300,0.833333,0.00046511,1529.41,0.613333
-0.012765003894995318,300,0.833333,0.00046281,1525.92,0.61
-0.010846226415975603,300,0.833333,0.00046139,1517.41,0.606667
-0.010062201849512191,300,0.833333,0.00046067,1515.0,0.603333
-0.008997580754675754,300,0.833333,0.00046002,1512.16,0.6
-0.007568253709679257,300,0.833333,0.00045882,1510.62,0.596667
-0.006156816971844094,300,0.833333,0.00045686,1506.78,0.593333
-0.0039006977862730426,300,0.833333,0.00045631,1502.17,0.59
-0.0024395862038460916,300,0.833333,0.0004556,1498.61,0.586667
-0.0021753140522276894,300,0.833333,0.00045449,1497.33,0.583333
-0.002057754492743341,300,0.83,0.00045187,1498.24,0.573333
-0.0018609792006953384,300,0.83,0.00045113,1495.41,0.57
-0.0015862321950689002,300,0.83,0.00045039,1494.49,0.566667
0.0002136625658734825,300,0.83,0.00044971,1492.16,0.563333
0.0019413264688442622,300,0.826667,0.00044593,1485.62,0.55
0.0023072825869404996,300,0.826667,0.00044359,1482.56,0.546667
0.0027531830964450336,300,0.826667,0.00044259,1480.98,0.543333
0.0032641802542988764,300,0.826667,0.00044192,1478.57,0.54
0.004418952757964759,300,0.826667,0.0004412,1475.4,0.536667
0.005638152657857257,300,0.826667,0.00044047,1473.62,0.533333
0.007190623824280753,300,0.826667,0.00043971,1470.72,0.53
0.009129251002840375,300,0.83,0.00043905,1467.98,0.526667
0.010349223191616158,300,0.833333,0.0004365,1464.22,0.52
0.011031830534301896,300,0.836667,0.00043592,1462.51,0.516667
0.012038173367945626,300,0.836667,0.00043535,1458.1,0.513333
0.012935558886590155,300,0.836667,0.00043247,1455.48,0.51
0.013231761876621308,300,0.836667,0.00043156,1453.77,0.506667
0.01374552611821766,300,0.836667,0.00043081,1450.77,0.503333
0.014764397666667387,300,0.836667,0.00042945,1448.93,0.5
0.015698938166482698,300,0.836667,0.00042878,1446.39,0.496667
0.01680380817193069,300,0.836667,0.00042726,1441.25,0.493333
0.01768984475538522,300,0.836667,0.00042652,1438.82,0.49
0.018778556752940195,300,0.836667,0.00042574,1439.95,0.486667
0.019940607254898282,300,0.836667,0.00042507,1438.54,0.483333
0.02029632993861486,300,0.836667,0.00042436,1436.96,0.48
0.02124085197744014,300,0.836667,0.0004236,1434.17,0.476667
0.0221932194599718,300,0.84,0.00042297,1432.37,0.473333
0.022581557770043226,300,0.84,0.0004216,1431.64,0.47
0.023214444944227607,300,0.84,0.00041941,1428.25,0.466667
0.02399769739104185,300,0.84,0.00041767,1427.19,0.463333
0.024608586206666994,300,0.84,0.00041709,1424.45,0.46
0.02537024481684632,300,0.84,0.00041573,1419.14,0.456667
0.026054360608324695,300,0.84,0.00041424,1416.11,0.453333
0.02636958598071898,300,0.84,0.00041254,1412.42,0.45
0.026613980976090343,300,0.84,0.00041179,1410.39,0.446667
0.02715679957369064,300,0.84,0.0004112,1407.2,0.443333
0.02771003464160279,300,0.84,0.00041012,1405.52,0.44
0.030030412253336032,300,0.84,0.00040876,1400.8,0.436667
0.03269059072448753,300,0.84,0.00040764,1398.58,0.433333
0.033306713758504476,300,0.84,0.00040515,1396.12,0.43
0.03464856661242605,300,0.84,0.00040299,1393.97,0.426667
0.036144536406602035,300,0.84,0.00040227,1391.47,0.423333
0.036953726767496156,300,0.84,0.00039959,1390.87,0.42
0.03789388529004204,300,0.84,0.00039899,1389.6,0.416667
0.038882282390668536,300,0.84,0.00039739,1385.77,0.413333
0.03956455922491756,300,0.84,0.0003955,1383.75,0.41
0.04057434177691951,300,0.84,0.0003932,1379.99,0.406667
0.04161425397450584,300,0.84,0.00039245,1376.3,0.403333
0.041791704234404606,300,0.84,0.00039052,1376.15,0.4
0.04194151261318395,300,0.84,0.00038993,1373.54,0.396667
0.04225772758953701,300,0.84,0.00038937,1370.35,0.393333
0.043657304068040484,300,0.84,0.00038861,1367.92,0.39
0.045309932430771506,300,0.84,0.00038805,1366.15,0.386667
0.047761969735933704,300,0.84,0.00038733,1363.19,0.383333
0.049855810906785786,300,0.84,0.00038678,1359.51,0.38
0.051004551841611415,300,0.836667,0.00038615,1355.19,0.376667
0.053679562454540405,300,0.836667,0.0003851,1350.69,0.373333
0.05594146092734467,300,0.833333,0.00038441,1346.79,0.37
0.05672870222724844,300,0.833333,0.00038163,1344.21,0.366667
0.05696446795175479,300,0.833333,0.00038107,1341.03,0.363333
0.05776090837789431,300,0.833333,0.00038034,1338.51,0.36
0.059753104943037025,300,0.833333,0.00037875,1336.15,0.356667
0.06394389817114801,300,0.833333,0.00037778,1345.98,0.353333
0.06685055926277862,300,0.833333,0.00037549,1343.98,0.35
0.06815992944484095,300,0.833333,0.00037339,1339.86,0.346667
0.07173976378636379,300,0.833333,0.00037267,1337.87,0.343333
0.07624818250641083,300,0.833333,0.0003708,1334.95,0.34
0.0802599099693144,300,0.833333,0.00037023,1332.9,0.336667
0.08218775255881167,300,0.833333,0.00036932,1335.0,0.333333
0.08335083723909995,300,0.833333,0.00036866,1332.78,0.33
0.08498330147814809,300,0.83,0.00036798,1330.13,0.326667
0.08735345709722427,300,0.83,0.00036665,1328.68,0.323333
0.08936757948143406,300,0.826667,0.00036604,1326.55,0.32
0.08985694161373699,300,0.826667,0.00036443,1323.35,0.316667
0.09064664274277245,300,0.826667,0.00036204,1319.55,0.31
0.09134353111740696,300,0.826667,0.00035904,1316.55,0.306667
0.09357102119096611,300,0.823333,0.00035832,1313.51,0.303333
0.09657002301022463,300,0.823333,0.00035528,1318.88,0.3
0.09758766806564875,300,0.823333,0.0003537,1316.93,0.296667
0.09853036375503615,300,0.823333,0.00035202,1313.61,0.293333
0.10112522182355656,300,0.823333,0.00035017,1311.04,0.29
0.1043527521622354,300,0.823333,0.00034942,1308.6,0.286667
0.10610479129663286,300,0.823333,0.00034885,1305.94,0.283333
0.10918385455567808,300,0.823333,0.0003481,1303.1,0.28
0.11354534328014407,300,0.823333,0.00034587,1299.61,0.276667
0.11641065685931987,300,0.823333,0.00034515,1296.74,0.273333
0.1179832759882064,300,0.823333,0.00034369,1293.72,0.27
0.11846541548338177,300,0.823333,0.00034197,1291.86,0.266667
0.11881310938612215,300,0.826667,0.00034123,1288.51,0.263333
0.1210477271815229,300,0.826667,0.0003395,1286.95,0.26
0.1255017732862333,300,0.826667,0.00033756,1286.07,0.256667
0.12802066429527517,300,0.826667,0.00033572,1281.57,0.253333
0.12969289685055188,300,0.826667,0.00033509,1278.79,0.25
0.13156182917515913,300,0.826667,0.00033452,1275.93,0.246667
0.13221368968101313,300,0.826667,0.00033285,1276.26,0.243333
0.1344354360129672,300,0.826667,0.0003303,1273.17,0.24
0.13862209934420558,300,0.826667,0.00032968,1271.35,0.236667
0.14087927957470078,300,0.826667,0.00032798,1269.59,0.233333
0.14234830278539987,300,0.826667,0.00032158,1271.62,0.213333
0.14661879489916088,300,0.826667,0.00031991,1267.45,0.21
0.1500341406945805,300,0.826667,0.00031742,1264.19,0.206667
0.15087984016314843,300,0.826667,0.00031665,1261.63,0.203333
0.15179946568591607,300,0.826667,0.00031605,1258.17,0.2
0.15548511676650148,300,0.826667,0.00031525,1256.56,0.196667
0.15971182261275532,300,0.826667,0.00031301,1253.74,0.193333
0.16169845199567806,300,0.823333,0.0003121,1252.56,0.19
0.16378516488053435,300,0.823333,0.00031056,1248.46,0.183333
0.16977697745862674,300,0.823333,0.00030865,1245.88,0.18
0.17689170305059615,300,0.82,0.00030805,1243.49,0.176667
0.18113216996117842,300,0.82,0.00030718,1242.04,0.173333
0.18503778589788605,300,0.82,0.0003044,1239.79,0.17
0.18727992826710654,300,0.82,0.00030354,1239.4,0.166667
0.19130319817514463,300,0.82,0.00030285,1237.09,0.163333
0.1955706155147455,300,0.82,0.00030181,1236.25,0.16
0.19730624381731063,300,0.82,0.00030086,1233.64,0.156667
0.1996412817889614,300,0.82,0.00029819,1231.17,0.153333
0.200948125294786,300,0.82,0.00029696,1227.64,0.15
0.20142302570253878,300,0.816667,0.00029627,1224.65,0.146667
0.2021711150671489,300,0.816667,0.00029571,1222.11,0.143333
0.20734688232476747,300,0.816667,0.00029359,1219.09,0.14
0.21219857061688419,300,0.816667,0.000293,1217.26,0.136667
0.21425621851173937,300,0.816667,0.00029244,1215.11,0.133333
0.22228085565539818,300,0.816667,0.00029005,1212.07,0.13
0.22915309026269967,300,0.816667,0.00028866,1210.76,0.126667
0.23116426848728644,300,0.816667,0.00028808,1204.8,0.123333
0.23538219737937427,300,0.816667,0.00028728,1201.68,0.12
0.23828221052413942,300,0.816667,0.00028583,1200.23,0.116667
0.24061192890800415,300,0.813333,0.00028523,1197.45,0.113333
0.24410021086095518,300,0.813333,0.0002832,1194.93,0.106667
0.24924263774959127,300,0.813333,0.00028259,1194.99,0.103333
0.25336034595432716,300,0.81,0.00028117,1192.23,0.1
0.25895677641178183,300,0.81,0.00027969,1189.13,0.096667
0.2647892810982653,300,0.81,0.00027905,1183.32,0.093333
0.2694400203849254,300,0.81,0.00027835,1180.44,0.09
0.2740454831480542,300,0.81,0.00027665,1177.2,0.086667
0.2818839381363414,300,0.81,0.0002759,1175.21,0.083333
0.291204995922594,300,0.81,0.00027507,1173.89,0.08
0.29460876461810015,300,0.81,0.00027337,1170.78,0.076667
0.30050541867513914,300,0.81,0.00027018,1168.57,0.073333
0.30533128645261154,300,0.81,0.00026843,1166.88,0.07
0.3082048933427799,300,0.81,0.00026647,1164.77,0.066667
0.3150189256660946,300,0.81,0.00026303,1161.46,0.063333
0.3254847607214296,300,0.81,0.0002612,1159.01,0.06
0.3338002779032653,300,0.81,0.00026061,1156.76,0.056667
0.3369453362943213,300,0.81,0.00025914,1155.58,0.053333
0.34062941019833487,300,0.81,0.00025643,1151.71,0.05
0.3459040593210073,300,0.81,0.00025445,1148.25,0.046667
0.35057071822264874,300,0.806667,0.00025383,1145.23,0.043333
0.3572000663229503,300,0.806667,0.0002531,1141.98,0.04
0.3726141377913258,300,0.806667,0.00025247,1138.72,0.036667
0.3905087316897295,300,0.803333,0.00025162,1137.56,0.033333
0.4033591310755894,300,0.803333,0.000251,1134.19,0.03
0.4167717824709562,300,0.803333,0.00025044,1132.1,0.026667
0.42653601874408864,300,0.803333,0.00024826,1129.43,0.023333
0.4610766216732797,300,0.803333,0.00024546,1137.51,0.02
0.5462968894615636,300,0.8,0.00024413,1136.1,0.016667
0.6043036610133172,300,0.8,0.0002435,1133.6,0.013333
0.661187422650403,300,0.796667,0.00024294,1131.35,0.01
0.7742819564416408,300,0.796667,0.00024129,1131.32,0.006667
0.8645465700454045,300,0.796667,0.00024032,1129.92,0.003333
1.8935430562928093,300,0.796667,0.00023942,1130.28,0.0
