advantage_threshold,total,accuracy,avg_cost,avg_latency_ms,strong_usage_rate
-0.22208586034855837,450,0.802222,0.00061333,1675.54,0.917778
-0.21835369879790922,450,0.802222,0.00061223,1673.89,0.915556
-0.21539322624065976,450,0.802222,0.00061142,1668.78,0.913333
-0.21389221645302636,450,0.802222,0.00061092,1668.17,0.911111
-0.211694669259831,450,0.802222,0.00061042,1666.11,0.908889
-0.21018268055080677,450,0.8,0.00060997,1664.43,0.906667
-0.20894779793796073,450,0.8,0.00060841,1661.67,0.904444
-0.2036201781300182,450,0.8,0.00060716,1659.75,0.902222
-0.19857802700244964,450,0.8,0.00060604,1657.53,0.9
-0.19690462980421786,450,0.802222,0.00060484,1656.83,0.897778
-0.19262114697243493,450,0.804444,0.00060367,1655.64,0.895556
-0.1894279066763188,450,0.804444,0.00060329,1651.29,0.893333
-0.18776837390169415,450,0.804444,0.00060292,1649.14,0.891111
-0.18234419156255605,450,0.804444,0.00060172,1645.49,0.888889
-0.17650441585267038,450,0.804444,0.00060135,1643.5,0.886667
-0.17173172026545216,450,0.804444,0.0006008,1642.53,0.884444
-0.1656287993253447,450,0.804444,0.00060032,1639.7,0.882222
-0.16231216673856752,450,0.804444,0.00059984,1637.78,0.88
-0.1613999373222917,450,0.804444,0.00059946,1636.35,0.877778
-0.160584957452357,450,0.804444,0.00059896,1634.5,0.875556
-0.15960362975020992,450,0.804444,0.00059855,1634.55,0.873333
-0.15767101158232696,450,0.804444,0.00059794,1633.48,0.871111
-0.15352745909207746,450,0.804444,0.0005975,1631.59,0.868889
-0.15018806034044746,450,0.806667,0.00059701,1629.35,0.866667
-0.1497853062172959,450,0.806667,0.00059509,1627.61,0.864444
-0.14900525655534247,450,0.806667,0.00059459,1627.11,0.862222
-0.14780134285606794,450,0.806667,0.00059379,1625.91,0.86
-0.14573757646120386,450,0.806667,0.00059248,1623.04,0.857778
-0.1426408646835853,450,0.806667,0.00059149,1621.49,0.855556
-0.14096839500047437,450,0.806667,0.00059109,1618.56,0.853333
-0.14060751833288335,450,0.806667,0.00059072,1616.1,0.851111
-0.1399966006613622,450,0.806667,0.00059032,1617.18,0.848889
-0.13922922789830677,450,0.806667,0.00058982,1615.3,0.846667
-0.1374127355720514,450,0.806667,0.0005889,1614.35,0.844444
-0.1354949561571655,450,0.806667,0.0005872,1611.52,0.842222
-0.13474511903590536,450,0.806667,0.00058667,1610.0,0.84
-0.13266838176903067,450,0.806667,0.00058578,1609.04,0.837778
-0.13057147949036196,450,0.806667,0.00058541,1607.18,0.835556
-0.12975899621393625,450,0.806667,0.00058449,1606.04,0.833333
-0.12881677445350542,450,0.806667,0.00058372,1605.09,0.831111
-0.12823951296275765,450,0.806667,0.00058281,1604.16,0.828889
-0.12777952811989077,450,0.806667,0.00058176,1598.88,0.826667
-0.12660094743560132,450,0.806667,0.00058061,1597.64,0.824444
-0.12532343375395832,450,0.806667,0.00057962,1595.62,0.822222
-0.1222744985629194,450,0.806667,0.00057914,1594.15,0.82
-0.1164494193629303,450,0.806667,0.0005773,1592.43,0.817778
-0.11221806781851688,450,0.806667,0.00057574,1589.69,0.815556
-0.10933362885251928,450,0.806667,0.00057468,1587.58,0.813333
-0.10715544408631962,450,0.806667,0.00057333,1584.75,0.811111
-0.10591161140502889,450,0.806667,0.00057218,1582.38,0.808889
-0.10448323199440285,450,0.806667,0.00057085,1579.67,0.806667
-0.1024242871857142,450,0.804444,0.00057018,1577.9,0.804444
-0.10093443939693517,450,0.804444,0.00056788,1575.69,0.802222
-0.09969302490254811,450,0.806667,0.00056739,1573.31,0.8
-0.09771460883156502,450,0.806667,0.00056636,1572.77,0.797778
-0.09586680424252664,450,0.806667,0.00056571,1570.76,0.795556
-0.09196473620528114,450,0.806667,0.00056428,1567.3,0.793333
-0.0870437494288249,450,0.806667,0.0005636,1568.62,0.791111
-0.08437954717066151,450,0.804444,0.00055871,1567.63,0.788889
-0.0837775415665098,450,0.804444,0.00055833,1565.59,0.786667
-0.08364224454273714,450,0.804444,0.00055793,1566.07,0.784444
-0.08086493606664608,450,0.804444,0.00055746,1564.14,0.782222
-0.07621358310778414,450,0.804444,0.00055606,1562.54,0.78
-0.07324702803470189,450,0.804444,0.00055569,1560.76,0.777778
-0.07209334257482344,450,0.804444,0.0005552,1559.29,0.775556
-0.07155803678933528,450,0.804444,0.00055464,1558.1,0.773333
-0.07099100988512777,450,0.806667,0.00055347,1555.58,0.771111
-0.07022724923091046,450,0.806667,0.00055126,1552.61,0.768889
-0.06920775629085829,450,0.806667,0.00055088,1552.63,0.766667
-0.06858450099598795,450,0.806667,0.00054988,1551.75,0.764444
-0.06770292895210933,450,0.806667,0.00054842,1550.08,0.762222
-0.0667656294578822,450,0.806667,0.00054805,1548.38,0.76
-0.06594257631914408,450,0.806667,0.00054757,1545.52,0.757778
-0.06527892260217277,450,0.806667,0.0005472,1543.61,0.755556
-0.06450663976032617,450,0.806667,0.00054577,1542.14,0.753333
-0.06345791482213149,450,0.806667,0.00054442,1540.18,0.751111
-0.06278272734404816,450,0.806667,0.00054313,1540.08,0.748889
-0.0623070649918779,450,0.806667,0.00054253,1538.94,0.746667
-0.06110519108298059,450,0.806667,0.00054198,1537.88,0.744444
-0.058262197865874776,450,0.806667,0.00054141,1537.62,0.742222
-0.05580381049482708,450,0.806667,0.000541,1535.6,0.74
-0.05507446678897911,450,0.806667,0.00054052,1533.49,0.737778
-0.052675571925315995,450,0.806667,0.00054004,1531.54,0.735556
-0.049844826327045476,450,0.806667,0.00053894,1528.51,0.733333
-0.047790826808266185,450,0.806667,0.00053847,1527.45,0.731111
-0.04616403690187458,450,0.806667,0.00053795,1528.21,0.728889
-0.04585992924558841,450,0.806667,0.00053607,1526.95,0.726667
-0.04551703516103294,450,0.806667,0.00053418,1527.19,0.724444
-0.04472096825961742,450,0.808889,0.00053361,1527.49,0.722222
-0.04370491146596134,450,0.808889,0.0005327,1526.3,0.72
-0.04333459576446372,450,0.808889,0.00053179,1524.92,0.717778
-0.04302500338097509,450,0.808889,0.00053034,1523.14,0.715556
-0.04238887847239967,450,0.808889,0.00052984,1521.25,0.713333
-0.04196584319053891,450,0.806667,0.00052899,1520.24,0.711111
-0.04126602795512628,450,0.806667,0.0005272,1518.58,0.708889
-0.040423467147997036,450,0.808889,0.00052546,1515.96,0.706667
-0.040138490921671904,450,0.808889,0.00052507,1514.74,0.704444
-0.03996050655935551,450,0.808889,0.00052387,1512.68,0.702222
-0.038062715884826584,450,0.808889,0.00052263,1510.43,0.7
-0.03577368474735947,450,0.808889,0.00052081,1505.8,0.695556
-0.03504897948763926,450,0.808889,0.00051857,1504.97,0.693333
-0.03376527478869863,450,0.808889,0.00051819,1503.79,0.691111
-0.0322469517923934,450,0.808889,0.00051667,1501.93,0.688889
-0.03137602216702491,450,0.808889,0.00051542,1499.59,0.686667
-0.03062006002302495,450,0.808889,0.00051429,1497.71,0.684444
-0.029386879724951253,450,0.808889,0.00051247,1494.47,0.682222
-0.02812517563158163,450,0.808889,0.00051207,1493.62,0.68
-0.027016160318899432,450,0.808889,0.00051154,1491.54,0.677778
-0.02611156355571858,450,0.808889,0.00050998,1489.49,0.675556
-0.025305787232973186,450,0.808889,0.00050795,1488.68,0.673333
-0.02404301897724818,450,0.808889,0.00050667,1485.91,0.671111
-0.023310638771561164,450,0.808889,0.00050605,1484.41,0.668889
-0.023204017960811972,450,0.808889,0.00050555,1481.41,0.666667
-0.023202280688856564,450,0.808889,0.00050427,1479.53,0.664444
-0.022120322417735552,450,0.808889,0.00050299,1476.65,0.662222
-0.020998344160628016,450,0.808889,0.00050263,1474.26,0.66
-0.020750991551830047,450,0.808889,0.00050172,1472.95,0.657778
-0.019828393147545264,450,0.808889,0.00050006,1471.31,0.655556
-0.01876089738309451,450,0.808889,0.00049871,1469.51,0.653333
-0.017551165273425477,450,0.811111,0.0004969,1462.18,0.651111
-0.01657543686941447,450,0.811111,0.0004958,1460.61,0.648889
-0.016411415656253845,450,0.811111,0.00049439,1458.55,0.646667
-0.016342424592015875,450,0.811111,0.00049299,1456.57,0.644444
-0.01613949420485141,450,0.811111,0.00049145,1454.24,0.642222
-0.01576848942687324,450,0.811111,0.00048918,1453.09,0.64
-0.01553020458514345,450,0.811111,0.0004888,1450.69,0.637778
-0.015379207763762812,450,0.811111,0.00048776,1449.08,0.635556
-0.014521517611532432,450,0.811111,0.00048618,1447.22,0.633333
-0.013216010195122077,450,0.811111,0.00048448,1445.94,0.631111
-0.01227790445154581,450,0.811111,0.00048269,1443.42,0.628889
-0.01134807192687327,450,0.811111,0.00048158,1442.42,0.626667
-0.010357816022628885,450,0.811111,0.00048058,1440.53,0.624444
-0.009891020150553962,450,0.811111,0.00047899,1438.89,0.622222
-0.007978643351244147,450,0.811111,0.00047795,1436.91,0.62
-0.0052515686981149615,450,0.811111,0.00047751,1435.42,0.617778
-0.0043758348139910554,450,0.811111,0.00047622,1434.44,0.615556
-0.004031957393345029,450,0.811111,0.00047582,1432.84,0.613333
-0.0036426779776758123,450,0.811111,0.00047531,1431.3,0.611111
-0.0031650312264474515,450,0.811111,0.00047487,1428.67,0.608889
-0.002615783238555316,450,0.811111,0.00047436,1425.54,0.606667
-0.002302962601216237,450,0.811111,0.00047401,1423.31,0.604444
-0.002143566494809755,450,0.811111,0.00047242,1420.74,0.602222
-0.002068503935187215,450,0.811111,0.00047144,1419.95,0.6
-0.001004050280101955,450,0.811111,0.00047046,1417.93,0.597778
0.00023318055046085695,450,0.811111,0.00047002,1416.45,0.595556
0.0009589751555690758,450,0.811111,0.00046896,1413.9,0.593333
0.0015981815598440346,450,0.811111,0.00046851,1412.21,0.591111
0.001916723620129764,450,0.811111,0.00046761,1411.72,0.588889
0.002081794067995829,450,0.811111,0.00046712,1409.55,0.586667
0.002546557440118405,450,0.811111,0.00046664,1407.18,0.584444
0.003835811953015505,450,0.808889,0.00046384,1406.36,0.575556
0.004785002746407974,450,0.808889,0.00046334,1404.43,0.573333
0.005282474178264903,450,0.808889,0.00046285,1403.1,0.571111
0.005714425264531678,450,0.811111,0.000462,1402.15,0.568889
0.006110950313527298,450,0.811111,0.00046086,1400.98,0.566667
0.0066141021576727535,450,0.811111,0.0004603,1399.85,0.564444
0.00714214806995069,450,0.811111,0.00045905,1397.58,0.562222
0.007687062707283598,450,0.811111,0.00045724,1395.79,0.56
0.007922901580358833,450,0.811111,0.0004568,1394.19,0.557778
0.008076356237273952,450,0.811111,0.00045642,1392.02,0.555556
0.008611131325989766,450,0.811111,0.00045551,1390.8,0.553333
0.009788363667283678,450,0.811111,0.00045479,1389.68,0.551111
0.010599482423825,450,0.811111,0.00045427,1388.48,0.548889
0.011165874586974107,450,0.811111,0.00045358,1388.5,0.546667
0.011775306350188596,450,0.811111,0.00045201,1387.0,0.544444
0.012319221132679557,450,0.811111,0.00045156,1386.06,0.542222
0.012878612289382776,450,0.811111,0.00045045,1384.11,0.54
0.01303399573082754,450,0.811111,0.00044937,1381.75,0.537778
0.013247932495015474,450,0.811111,0.00044892,1379.41,0.535556
0.013560335921313428,450,0.811111,0.00044775,1378.31,0.533333
0.014247365370255179,450,0.811111,0.00044726,1377.7,0.531111
0.014862550643246252,450,0.813333,0.00044586,1376.5,0.528889
0.014970486670716534,450,0.813333,0.00044481,1375.19,0.526667
0.015149597678587555,450,0.813333,0.0004443,1371.71,0.524444
0.015348315530664246,450,0.813333,0.00044276,1369.21,0.522222
0.015472914462413664,450,0.813333,0.00044232,1366.64,0.52
0.015799056449154712,450,0.813333,0.00044181,1364.78,0.517778
0.016465596941924676,450,0.813333,0.00044066,1362.43,0.515556
0.016948317481169393,450,0.813333,0.00044018,1359.72,0.513333
0.017142848178880725,450,0.813333,0.00043817,1357.88,0.511111
0.01734425798000821,450,0.813333,0.00043761,1356.81,0.508889
0.017887127390488873,450,0.813333,0.00043629,1355.05,0.506667
0.018361889704974987,450,0.813333,0.00043484,1353.61,0.504444
0.018478035038958555,450,0.813333,0.00043417,1352.56,0.502222
0.01863606188684555,450,0.813333,0.00043373,1349.3,0.5
0.018796965102626975,450,0.813333,0.00043271,1346.5,0.497778
0.01893345835663839,450,0.813333,0.00043181,1345.59,0.495556
0.019047351487223113,450,0.813333,0.00043092,1344.79,0.493333
0.020081870984814475,450,0.813333,0.00043043,1343.6,0.491111
0.021507591786326302,450,0.813333,0.00042981,1341.71,0.488889
0.022031198474239785,450,0.813333,0.00042879,1339.53,0.486667
0.022136906083867175,450,0.813333,0.00042689,1337.2,0.484444
0.022366323483148667,450,0.813333,0.00042652,1335.08,0.482222
0.02321999000948295,450,0.811111,0.00042604,1333.05,0.48
0.0239066082738184,450,0.811111,0.00042422,1329.04,0.475556
0.02491141923076364,450,0.811111,0.00042299,1327.32,0.473333
0.025922045849253596,450,0.813333,0.00042246,1325.4,0.471111
0.02605838348638479,450,0.813333,0.00042199,1323.38,0.468889
0.026336559299198904,450,0.811111,0.00042154,1321.61,0.466667
0.027665314174606673,450,0.811111,0.00041974,1319.92,0.464444
0.028882554952246845,450,0.811111,0.00041787,1325.31,0.462222
0.029723591607265502,450,0.811111,0.00041674,1322.85,0.46
0.030908059182954563,450,0.811111,0.00041516,1320.37,0.457778
0.0313701918222607,450,0.811111,0.00041428,1319.08,0.455556
0.03164656032396944,450,0.811111,0.00041388,1316.77,0.453333
0.03229071371262842,450,0.811111,0.00041276,1314.97,0.451111
0.03278463204609787,450,0.811111,0.00041145,1312.4,0.448889
0.032905426188570806,450,0.811111,0.00041021,1310.31,0.446667
0.03299090859867243,450,0.811111,0.00040916,1307.94,0.444444
0.03347663341259367,450,0.811111,0.00040871,1306.38,0.442222
0.03451138921646234,450,0.811111,0.00040738,1304.07,0.44
0.036384942262399585,450,0.811111,0.00040633,1302.64,0.437778
0.037995296922722174,450,0.811111,0.0004051,1299.64,0.435556
0.03837900200129158,450,0.811111,0.00040446,1306.19,0.433333
0.03889094382227893,450,0.811111,0.00040366,1305.17,0.431111
0.039514191123661196,450,0.811111,0.00040318,1303.19,0.428889
0.039790526637517684,450,0.811111,0.00040168,1301.32,0.426667
0.040042165525056565,450,0.811111,0.00040062,1299.07,0.424444
0.04033380139288176,450,0.811111,0.00040014,1297.58,0.422222
0.04067359031287428,450,0.811111,0.00039937,1296.79,0.42
0.04133344563752524,450,0.811111,0.00039737,1294.79,0.417778
0.04207305785394904,450,0.811111,0.00039586,1292.45,0.415556
0.04408242823484028,450,0.811111,0.00039497,1290.91,0.413333
0.0472697440632464,450,0.811111,0.00039387,1288.13,0.411111
0.04935300971309991,450,0.811111,0.00039262,1286.18,0.408889
0.050182530298981086,450,0.811111,0.00039114,1283.86,0.406667
0.05122889682384296,450,0.811111,0.00039006,1281.73,0.404444
0.052992935174328015,450,0.811111,0.00038955,1279.84,0.402222
0.05527049417697628,450,0.811111,0.00038905,1278.22,0.4
0.056735699761798875,450,0.811111,0.00038863,1275.91,0.397778
0.059779978586192765,450,0.811111,0.00038717,1273.65,0.395556
0.06271489051088655,450,0.811111,0.00038602,1271.55,0.393333
0.06409596291766138,450,0.808889,0.00038562,1268.95,0.391111
0.06577601015249193,450,0.808889,0.00038424,1266.87,0.388889
0.06610448923880437,450,0.808889,0.00038267,1263.75,0.386667
0.06835309664567485,450,0.808889,0.00038141,1262.4,0.384444
0.07063029723855889,450,0.808889,0.00038043,1260.33,0.382222
0.07092812262401767,450,0.806667,0.00037763,1255.08,0.373333
0.07210680508377716,450,0.804444,0.00037459,1249.77,0.364444
0.07380938812020363,450,0.804444,0.00037419,1247.95,0.362222
0.07552796048976251,450,0.804444,0.0003729,1246.24,0.36
0.07715037062152574,450,0.804444,0.00037186,1245.02,0.357778
0.07832575286367094,450,0.804444,0.00037138,1243.41,0.355556
0.07950037085888756,450,0.804444,0.00037088,1242.06,0.353333
0.0802148148430469,450,0.804444,0.0003705,1240.79,0.351111
0.08035728968058878,450,0.802222,0.00036908,1237.99,0.348889
0.08114538968043677,450,0.802222,0.00036728,1235.73,0.346667
0.08247568571593109,450,0.802222,0.00036611,1234.6,0.344444
0.08389392241118616,450,0.802222,0.00036556,1233.72,0.342222
0.08471310585915501,450,0.802222,0.00036416,1230.98,0.34
0.08486823123277352,450,0.802222,0.00036288,1229.16,0.337778
0.08542534723915149,450,0.802222,0.00036094,1225.99,0.335556
0.08607042210945398,450,0.802222,0.00036057,1222.92,0.333333
0.0864770043263976,450,0.8,0.00036017,1221.5,0.331111
0.08717906102160913,450,0.8,0.00035925,1220.91,0.328889
0.08774484162792309,450,0.8,0.00035746,1220.51,0.326667
0.08791765129179936,450,0.8,0.00035561,1219.01,0.324444
0.08803677632597474,450,0.8,0.00035521,1216.61,0.322222
0.08907894764009877,450,0.8,0.00035477,1214.19,0.32
0.09060610448247905,450,0.8,0.00035422,1213.29,0.317778
0.09170415678076768,450,0.8,0.00035348,1211.81,0.315556
0.09280974505164231,450,0.8,0.00035308,1209.32,0.313333
0.09460383197972862,450,0.8,0.00035211,1208.36,0.311111
0.09622963253989006,450,0.8,0.00035163,1206.32,0.308889
0.0974046331725458,450,0.8,0.00034996,1204.15,0.306667
0.09869325256113977,450,0.8,0.00034947,1202.52,0.304444
0.10103018819349327,450,0.797778,0.00034839,1201.08,0.302222
0.10295781920967557,450,0.795556,0.00034793,1199.09,0.3
0.10583124372386567,450,0.795556,0.00034681,1197.15,0.297778
0.10895661379791093,450,0.795556,0.00034575,1194.4,0.295556
0.10930657463127103,450,0.793333,0.00034528,1191.8,0.293333
0.10992593921067181,450,0.795556,0.0003446,1191.21,0.291111
0.1113797724336376,450,0.795556,0.00034388,1190.23,0.288889
0.11244396251707892,450,0.795556,0.00034338,1188.63,0.286667
0.11316217631345814,450,0.795556,0.00034299,1185.18,0.284444
0.11473016753141721,450,0.795556,0.00034181,1183.44,0.282222
0.11619792662398454,450,0.795556,0.00034079,1180.02,0.28
0.1166581665808868,450,0.795556,0.00034021,1179.05,0.277778
0.11738196641727833,450,0.795556,0.00033939,1177.69,0.275556
0.11831412725569271,450,0.795556,0.000339,1175.95,0.273333
0.11861855396366908,450,0.795556,0.00033861,1174.12,0.271111
0.11915883998567578,450,0.795556,0.00033815,1172.58,0.268889
0.1199172498310202,450,0.795556,0.00033688,1170.86,0.266667
0.12064787324726631,450,0.795556,0.00033509,1168.3,0.264444
0.12137258482184335,450,0.795556,0.00033462,1166.58,0.262222
0.12238512108536179,450,0.795556,0.00033411,1164.58,0.26
0.12379819180804363,450,0.795556,0.00033282,1164.0,0.257778
0.12479243618366448,450,0.795556,0.0003316,1162.37,0.255556
0.1267315856424753,450,0.795556,0.00033043,1160.58,0.251111
0.12935499626112074,450,0.795556,0.00032884,1157.66,0.248889
0.13136477346236594,450,0.797778,0.00032846,1156.52,0.246667
0.13277063996934035,450,0.797778,0.0003272,1154.42,0.244444
0.13710084085596164,450,0.797778,0.00032522,1156.61,0.237778
0.14111053157033687,450,0.797778,0.00032362,1154.59,0.235556
0.1425250531376186,450,0.797778,0.00032162,1147.85,0.228889
0.14493304070171673,450,0.8,0.00032048,1147.82,0.226667
0.14646686250552982,450,0.8,0.0003187,1146.17,0.224444
0.1471137205959419,450,0.8,0.00031758,1145.63,0.222222
0.14754519850575054,450,0.8,0.00031716,1144.41,0.22
0.14806150789018585,450,0.8,0.00031646,1141.41,0.217778
0.1499193603256917,450,0.8,0.00031605,1139.36,0.215556
0.1524766198578023,450,0.797778,0.00031564,1137.35,0.213333
0.15375319842833535,450,0.795556,0.00031507,1136.57,0.211111
0.15439145965092044,450,0.795556,0.00031456,1135.52,0.208889
0.15515315487217174,450,0.797778,0.00031413,1133.44,0.206667
0.15588682922045405,450,0.797778,0.00031305,1130.5,0.204444
0.15652255239001697,450,0.795556,0.00031189,1129.52,0.202222
0.1573969203441723,450,0.795556,0.00031047,1127.12,0.2
0.1583743518722457,450,0.8,0.00030783,1123.61,0.195556
0.159848161099633,450,0.8,0.00030677,1122.04,0.193333
0.16296473553045918,450,0.8,0.00030584,1121.57,0.191111
0.16558138422046925,450,0.8,0.0003015,1119.85,0.177778
0.166176563057727,450,0.8,0.00030036,1117.75,0.175556
0.16668552395871167,450,0.8,0.00029995,1115.68,0.173333
0.1684551975732198,450,0.797778,0.00029956,1114.08,0.171111
0.17077526172457957,450,0.797778,0.00029906,1112.46,0.168889
0.1724387852949123,450,0.797778,0.00029765,1110.85,0.166667
0.1742155921220815,450,0.797778,0.00029722,1108.81,0.164444
0.1773335729898003,450,0.797778,0.00029684,1107.44,0.162222
0.1801586472176821,450,0.795556,0.00029634,1106.68,0.16
0.1828269349260569,450,0.795556,0.00029522,1106.91,0.157778
0.18533985833673136,450,0.795556,0.00029406,1105.86,0.155556
0.18779871735630876,450,0.795556,0.00029339,1104.23,0.153333
0.1924416992963882,450,0.795556,0.00029296,1102.01,0.151111
0.19738355906324206,450,0.795556,0.00029117,1101.28,0.148889
0.20332538196182748,450,0.797778,0.00029079,1098.53,0.146667
0.2073070430533807,450,0.797778,0.00028909,1095.64,0.144444
0.20750727185588197,450,0.795556,0.00028862,1093.06,0.142222
0.2117616188313433,450,0.795556,0.00028824,1091.67,0.14
0.22077783651911115,450,0.795556,0.00028772,1090.44,0.137778
0.22667079075083094,450,0.795556,0.00028659,1089.4,0.135556
0.22887904564562933,450,0.795556,0.00028446,1087.93,0.133333
0.23051322176704625,450,0.795556,0.00028333,1085.77,0.131111
0.2337748478927971,450,0.795556,0.00028219,1083.71,0.128889
0.2398307340658777,450,0.797778,0.00028176,1082.51,0.126667
0.24632855164638925,450,0.797778,0.00028006,1080.45,0.124444
0.2508351380150582,450,0.797778,0.00027967,1078.31,0.122222
0.252239631991672,450,0.8,0.00027923,1076.49,0.12
0.25409125611546346,450,0.797778,0.00027828,1074.65,0.117778
0.2560466095549616,450,0.797778,0.00027685,1071.67,0.115556
0.25727134008591435,450,0.797778,0.00027571,1070.49,0.113333
0.2616636033250469,450,0.797778,0.00027531,1067.02,0.111111
0.2677535530218407,450,0.797778,0.00027474,1066.17,0.108889
0.27458080061377177,450,0.797778,0.00027369,1063.29,0.106667
0.2808640994174927,450,0.797778,0.00027321,1061.63,0.104444
0.2830617016547893,450,0.797778,0.00027284,1060.59,0.102222
0.28351085395342135,450,0.797778,0.00027239,1058.34,0.1
0.28407164424417386,450,0.797778,0.00027179,1058.58,0.097778
0.2852927746454793,450,0.797778,0.00027064,1057.68,0.095556
0.2868636417489318,450,0.797778,0.00026949,1056.97,0.093333
0.28836746210091646,450,0.795556,0.00026908,1055.2,0.091111
0.2931220130254283,450,0.795556,0.00026778,1053.79,0.088889
0.29887672673877885,450,0.795556,0.00026725,1052.72,0.086667
0.3074589442768739,450,0.795556,0.00026632,1051.85,0.084444
0.31534248304615153,450,0.795556,0.00026587,1049.57,0.082222
0.31964424617694026,450,0.795556,0.00026474,1046.87,0.08
0.3267635007442708,450,0.795556,0.00026431,1043.0,0.077778
0.33917274059338376,450,0.795556,0.00026381,1041.66,0.075556
0.3534448852964841,450,0.793333,0.00026321,1040.87,0.073333
0.36313588867457997,450,0.793333,0.0002627,1039.17,0.071111
0.36957416136325916,450,0.793333,0.00026153,1038.05,0.068889
0.3736329774580054,450,0.793333,0.00026114,1036.56,0.066667
0.3771830151458486,450,0.793333,0.00026067,1034.63,0.064444
0.38189808935518993,450,0.793333,0.00026004,1032.89,0.062222
0.38876210737579575,450,0.793333,0.00025948,1032.95,0.06
0.3937565898057206,450,0.793333,0.00025906,1031.1,0.057778
0.3962288680195112,450,0.793333,0.00025832,1030.25,0.055556
0.39987771045212683,450,0.793333,0.00025792,1028.37,0.053333
0.40246209135787114,450,0.793333,0.00025746,1026.54,0.051111
0.40429492905972897,450,0.793333,0.00025697,1024.41,0.048889
0.40733247707217335,450,0.793333,0.00025658,1021.88,0.046667
0.4114493932068346,450,0.793333,0.00025524,1019.31,0.044444
0.4149320686987987,450,0.793333,0.0002541,1017.21,0.042222
0.4233836129471367,450,0.793333,0.00025369,1014.97,0.04
0.4323151591079305,450,0.793333,0.00025189,1012.39,0.037778
0.4345228369799825,450,0.791111,0.00025152,1009.84,0.035556
0.43889747423929093,450,0.791111,0.00025042,1009.82,0.033333
0.4440275772963117,450,0.791111,0.0002496,1007.47,0.031111
0.4503122974903733,450,0.788889,0.0002492,1005.62,0.028889
0.46693965116188185,450,0.788889,0.0002487,1003.16,0.026667
0.4794344581612633,450,0.788889,0.00024822,1001.47,0.024444
0.4846576956148521,450,0.788889,0.00024739,1000.54,0.022222
0.5258622363939455,450,0.788889,0.00024626,1002.87,0.02
0.5639756512446886,450,0.788889,0.0002459,1000.46,0.017778
0.5683846809748215,450,0.788889,0.00024548,998.8,0.015556
0.580224257426077,450,0.788889,0.00024511,996.67,0.013333
0.6103090714781945,450,0.788889,0.00024416,991.0,0.011111
0.757764546588888,450,0.786667,0.00024378,989.5,0.008889
0.8842209046127762,450,0.786667,0.00024314,988.57,0.006667
0.8876204468041945,450,0.786667,0.00024272,986.4,0.004444
0.8958292935997448,450,0.784444,0.00024183,985.07,0.002222
1.901207230989654,450,0.782222,0.00024094,984.13,0.0
